Perimeter;Major_Axis_Length;Minor_Axis_Length;Eccentricity;Convex_Area;Extent;Class
42;17;88;85;1211;77;Osmancik
43;17;86;87;1220;63;Osmancik
44;18;82;89;1218;63;Cammeo
42;16;91;84;1219;66;Osmancik
45;19;78;91;1213;65;Cammeo
43;17;89;85;1224;75;Osmancik
42;16;91;83;1218;78;Osmancik
44;18;84;88;1212;58;Osmancik
42;17;89;85;1217;62;Osmancik
43;18;83;88;1209;61;Osmancik
41;16;94;81;1210;79;Osmancik
44;18;85;88;1222;59;Osmancik
44;18;84;88;1228;57;Osmancik
45;19;78;91;1212;55;Osmancik
43;18;83;89;1212;57;Cammeo
44;18;81;89;1213;77;Osmancik
43;17;87;86;1231;60;Osmancik
44;18;81;89;1224;72;Cammeo
44;18;84;88;1219;62;Osmancik
43;18;83;89;1214;58;Osmancik
42;17;87;86;1214;61;Osmancik
44;18;81;90;1227;75;Osmancik
44;18;85;88;1237;61;Osmancik
44;19;80;90;1217;53;Cammeo
44;18;85;88;1228;62;Osmancik
42;17;87;86;1215;78;Osmancik
44;19;80;90;1220;75;Cammeo
43;17;86;87;1216;80;Osmancik
44;19;80;90;1216;75;Osmancik
45;19;78;91;1224;65;Cammeo
45;19;79;91;1233;57;Cammeo
43;17;90;84;1225;63;Osmancik
43;17;86;87;1213;60;Osmancik
44;17;87;86;1235;59;Osmancik
43;17;86;87;1224;71;Osmancik
43;17;87;87;1236;62;Osmancik
43;17;87;86;1219;59;Osmancik
45;19;78;91;1228;79;Cammeo
43;17;87;86;1221;76;Osmancik
44;18;81;90;1214;55;Osmancik
44;18;83;89;1218;68;Osmancik
43;18;85;88;1219;61;Osmancik
44;19;81;90;1215;56;Cammeo
44;18;81;90;1220;62;Osmancik
43;17;87;86;1224;62;Osmancik
43;17;89;85;1223;70;Osmancik
43;17;89;85;1224;62;Osmancik
43;17;89;85;1227;65;Osmancik
44;18;86;87;1229;68;Osmancik
41;16;91;83;1214;66;Osmancik
43;17;89;85;1227;77;Osmancik
44;18;82;89;1227;58;Cammeo
43;17;88;86;1235;60;Osmancik
42;16;91;83;1228;63;Osmancik
44;18;84;88;1226;72;Osmancik
47;21;70;94;1216;66;Cammeo
42;17;90;84;1225;74;Osmancik
46;19;80;91;1236;53;Cammeo
44;17;88;86;1248;64;Osmancik
44;18;84;88;1219;63;Osmancik
43;17;86;87;1217;76;Osmancik
44;18;83;89;1241;75;Cammeo
44;18;85;88;1231;60;Osmancik
46;20;74;93;1223;54;Cammeo
46;19;77;92;1234;53;Cammeo
44;18;83;89;1222;69;Osmancik
43;18;83;89;1212;64;Osmancik
42;17;90;85;1222;66;Osmancik
44;18;81;90;1216;56;Osmancik
45;19;79;91;1233;61;Osmancik
46;19;79;91;1246;56;Cammeo
44;18;81;90;1218;74;Osmancik
44;18;84;88;1229;58;Osmancik
43;18;85;87;1234;70;Osmancik
42;17;87;86;1217;64;Osmancik
43;17;87;86;1220;78;Osmancik
44;18;85;88;1228;60;Osmancik
43;18;84;88;1223;62;Osmancik
43;17;89;85;1232;62;Osmancik
44;18;84;89;1237;64;Osmancik
44;17;87;87;1245;61;Osmancik
44;18;85;88;1227;59;Cammeo
44;17;88;86;1242;58;Osmancik
44;18;84;88;1225;58;Osmancik
43;17;87;86;1229;60;Osmancik
43;17;87;86;1226;64;Osmancik
43;17;88;86;1222;61;Osmancik
43;17;87;86;1235;61;Osmancik
43;17;87;87;1228;67;Osmancik
44;18;85;88;1237;74;Cammeo
42;17;88;85;1229;63;Osmancik
44;18;85;88;1230;64;Osmancik
44;17;88;86;1242;75;Osmancik
43;17;86;87;1225;78;Osmancik
44;17;86;87;1236;69;Osmancik
44;17;88;86;1237;66;Osmancik
44;18;85;88;1227;60;Osmancik
44;18;82;89;1234;56;Cammeo
45;19;80;90;1236;55;Cammeo
43;18;85;88;1227;73;Osmancik
45;19;80;91;1233;54;Cammeo
42;16;92;83;1221;76;Osmancik
44;18;82;90;1229;56;Osmancik
44;18;86;87;1235;59;Osmancik
43;18;84;89;1222;73;Osmancik
43;18;84;88;1219;79;Osmancik
44;18;85;88;1229;73;Osmancik
44;18;84;88;1230;70;Osmancik
43;17;88;86;1228;68;Osmancik
43;17;90;84;1235;69;Osmancik
45;18;82;90;1248;62;Cammeo
43;17;87;87;1242;64;Osmancik
45;18;82;89;1236;59;Osmancik
43;17;90;85;1237;62;Osmancik
43;17;88;86;1231;61;Osmancik
44;18;82;89;1220;61;Osmancik
43;17;87;87;1242;66;Osmancik
42;16;92;83;1227;64;Osmancik
45;18;83;89;1242;65;Cammeo
45;19;79;91;1234;59;Cammeo
44;18;85;88;1240;68;Osmancik
43;17;87;86;1228;76;Osmancik
43;17;87;87;1243;64;Osmancik
44;17;87;87;1244;73;Osmancik
45;19;80;90;1234;69;Cammeo
43;17;87;86;1233;68;Osmancik
43;18;85;88;1225;69;Osmancik
43;17;87;87;1230;60;Osmancik
43;17;88;86;1224;80;Osmancik
43;17;86;87;1222;60;Osmancik
45;18;82;89;1236;70;Osmancik
44;18;85;88;1232;64;Osmancik
44;19;81;90;1246;64;Cammeo
43;17;89;85;1231;78;Osmancik
43;17;91;84;1235;70;Osmancik
43;17;88;86;1232;62;Osmancik
43;16;92;83;1227;70;Osmancik
43;17;86;87;1229;62;Osmancik
43;18;84;88;1230;81;Cammeo
44;17;86;87;1239;66;Osmancik
46;20;76;92;1229;79;Cammeo
43;18;85;88;1230;62;Osmancik
44;18;86;87;1240;63;Osmancik
44;19;80;90;1229;58;Cammeo
43;17;88;86;1235;70;Osmancik
44;17;88;86;1242;62;Osmancik
43;17;89;85;1231;63;Osmancik
44;18;83;89;1229;69;Osmancik
43;17;86;87;1233;66;Osmancik
42;17;91;84;1232;78;Osmancik
43;17;86;87;1230;74;Osmancik
43;18;85;88;1233;59;Osmancik
44;18;86;87;1244;57;Osmancik
45;18;82;89;1248;62;Osmancik
44;17;87;87;1240;63;Osmancik
44;18;85;88;1237;73;Cammeo
44;18;83;89;1238;65;Osmancik
45;19;81;90;1256;70;Cammeo
44;19;80;90;1231;61;Osmancik
42;16;94;81;1231;66;Osmancik
44;18;83;89;1244;56;Osmancik
43;18;85;88;1233;60;Osmancik
44;18;86;87;1247;64;Osmancik
43;18;84;88;1238;64;Osmancik
44;18;82;89;1233;74;Osmancik
43;17;89;85;1238;77;Osmancik
43;16;92;83;1247;75;Osmancik
44;18;84;88;1232;62;Osmancik
44;18;85;88;1241;78;Osmancik
43;18;86;87;1230;64;Osmancik
45;19;80;91;1233;77;Osmancik
44;18;85;88;1235;58;Osmancik
44;17;88;86;1245;61;Osmancik
44;17;89;86;1250;77;Osmancik
43;17;88;86;1242;68;Osmancik
43;17;88;86;1243;75;Osmancik
44;18;84;88;1232;63;Osmancik
45;19;82;90;1251;71;Cammeo
43;17;89;85;1246;71;Osmancik
45;19;78;91;1233;78;Osmancik
44;18;85;88;1244;57;Osmancik
45;18;83;89;1249;70;Cammeo
44;18;83;89;1244;62;Osmancik
43;17;89;85;1238;80;Osmancik
44;18;85;88;1235;71;Cammeo
44;18;84;88;1246;63;Cammeo
43;17;88;86;1237;67;Osmancik
44;18;86;88;1242;60;Cammeo
43;17;92;84;1246;68;Osmancik
44;18;84;89;1245;60;Osmancik
45;19;82;90;1249;74;Cammeo
45;18;84;89;1250;65;Osmancik
43;17;87;87;1244;78;Osmancik
43;18;86;87;1235;63;Osmancik
43;17;88;86;1235;71;Osmancik
44;18;84;89;1244;63;Osmancik
44;18;86;87;1237;77;Osmancik
43;17;90;85;1236;61;Osmancik
45;19;80;90;1243;67;Cammeo
43;17;90;85;1240;63;Osmancik
43;17;89;86;1236;60;Osmancik
43;18;86;87;1231;79;Osmancik
43;18;87;87;1237;65;Osmancik
43;17;90;85;1247;66;Osmancik
43;17;87;87;1234;80;Osmancik
45;19;80;91;1248;58;Cammeo
43;17;87;87;1235;75;Osmancik
43;17;86;87;1238;72;Osmancik
43;18;86;87;1234;77;Osmancik
45;18;83;89;1243;81;Osmancik
43;18;87;87;1239;77;Osmancik
43;18;85;88;1233;72;Osmancik
43;18;85;88;1236;76;Osmancik
43;17;91;84;1252;62;Osmancik
44;18;86;87;1236;60;Osmancik
44;18;83;89;1234;58;Osmancik
44;17;87;87;1247;65;Osmancik
44;18;84;89;1238;71;Osmancik
44;18;87;87;1248;60;Osmancik
42;17;90;85;1238;74;Osmancik
44;17;87;87;1248;62;Osmancik
43;18;85;88;1233;68;Osmancik
43;17;92;83;1255;62;Osmancik
44;18;85;88;1239;71;Osmancik
43;17;88;86;1240;74;Osmancik
44;18;86;87;1241;60;Osmancik
45;19;82;90;1255;75;Cammeo
43;17;88;87;1249;78;Osmancik
44;19;81;90;1236;56;Osmancik
44;17;88;86;1254;63;Osmancik
44;18;87;87;1252;77;Cammeo
44;18;85;88;1241;79;Osmancik
43;16;93;83;1250;74;Osmancik
43;17;90;85;1249;61;Osmancik
44;18;83;89;1240;59;Osmancik
44;18;85;88;1241;61;Osmancik
45;18;83;89;1264;63;Cammeo
45;19;80;91;1257;54;Cammeo
45;18;83;89;1244;71;Osmancik
44;18;85;88;1247;79;Osmancik
45;19;81;90;1240;64;Osmancik
44;18;87;87;1252;62;Osmancik
44;18;87;87;1244;58;Osmancik
44;18;85;88;1246;64;Osmancik
43;18;86;88;1247;60;Cammeo
43;17;87;87;1243;60;Osmancik
46;20;79;91;1258;57;Cammeo
43;17;92;84;1265;62;Osmancik
42;17;91;84;1238;72;Osmancik
44;18;85;88;1246;79;Cammeo
43;17;88;86;1244;60;Osmancik
43;17;91;84;1253;64;Osmancik
44;19;82;90;1240;79;Osmancik
43;17;87;87;1240;61;Osmancik
44;17;90;85;1258;69;Osmancik
45;18;84;89;1250;70;Osmancik
44;17;90;85;1252;77;Osmancik
42;17;92;84;1238;64;Osmancik
44;18;83;89;1249;59;Cammeo
44;17;88;86;1243;62;Osmancik
44;18;83;89;1244;65;Osmancik
43;16;93;83;1257;70;Osmancik
43;17;88;86;1248;63;Osmancik
47;20;75;93;1262;51;Cammeo
43;16;94;82;1248;68;Osmancik
45;19;83;89;1255;75;Cammeo
44;19;82;90;1246;79;Cammeo
44;18;87;87;1274;77;Osmancik
45;19;81;90;1248;57;Cammeo
44;17;87;87;1256;63;Osmancik
45;18;84;89;1257;65;Osmancik
44;17;88;86;1253;77;Osmancik
43;18;86;87;1242;62;Osmancik
43;17;89;86;1259;61;Osmancik
45;18;83;89;1256;58;Cammeo
47;20;75;93;1254;73;Cammeo
44;18;84;89;1261;70;Osmancik
44;17;89;86;1253;72;Osmancik
45;19;83;90;1258;78;Osmancik
45;19;81;90;1250;57;Osmancik
44;18;86;88;1250;71;Osmancik
43;17;90;85;1249;77;Osmancik
45;20;78;92;1243;81;Osmancik
44;19;82;90;1240;61;Osmancik
44;18;87;87;1247;60;Osmancik
43;17;90;85;1263;71;Osmancik
43;17;88;86;1255;76;Osmancik
45;19;83;90;1267;65;Cammeo
42;17;92;84;1252;77;Osmancik
43;17;90;85;1251;62;Osmancik
43;17;90;85;1258;77;Osmancik
43;17;88;86;1246;74;Osmancik
44;17;87;87;1251;62;Osmancik
43;18;86;87;1249;64;Osmancik
44;18;86;87;1246;62;Osmancik
45;19;81;90;1256;70;Cammeo
44;17;87;87;1258;61;Osmancik
45;19;82;90;1246;56;Osmancik
45;18;87;87;1270;69;Osmancik
45;19;82;90;1248;76;Osmancik
45;18;86;88;1260;62;Osmancik
46;19;80;91;1261;63;Cammeo
45;19;82;90;1254;59;Osmancik
44;18;88;87;1252;59;Osmancik
44;18;86;88;1256;66;Osmancik
44;17;89;86;1266;59;Osmancik
43;17;88;87;1253;74;Osmancik
43;17;90;85;1248;66;Osmancik
44;18;86;88;1258;68;Cammeo
44;18;87;87;1250;65;Osmancik
45;19;83;89;1259;59;Osmancik
43;17;88;87;1249;80;Osmancik
44;18;84;89;1244;76;Osmancik
45;18;83;89;1264;68;Osmancik
44;18;84;89;1247;73;Cammeo
45;19;80;90;1256;56;Cammeo
44;18;87;87;1253;59;Osmancik
44;18;88;87;1260;60;Osmancik
44;18;87;87;1252;77;Osmancik
43;17;89;86;1256;67;Osmancik
44;17;92;84;1267;72;Osmancik
44;18;85;88;1252;66;Osmancik
43;17;91;85;1255;62;Osmancik
43;17;89;86;1247;78;Osmancik
44;17;90;85;1259;66;Osmancik
43;18;85;88;1246;59;Osmancik
45;19;81;90;1248;72;Cammeo
43;17;90;85;1254;68;Osmancik
43;17;88;87;1246;68;Osmancik
43;17;89;86;1252;78;Osmancik
45;19;81;90;1244;55;Osmancik
44;18;86;87;1260;69;Osmancik
44;17;90;85;1253;61;Osmancik
44;17;88;86;1259;61;Osmancik
44;18;87;87;1258;80;Osmancik
44;18;86;88;1252;61;Osmancik
43;17;90;85;1250;63;Osmancik
44;17;88;86;1258;66;Osmancik
44;18;84;89;1257;58;Cammeo
44;18;83;89;1249;65;Osmancik
43;17;91;85;1250;61;Osmancik
44;19;83;89;1259;76;Cammeo
46;19;80;91;1255;64;Osmancik
45;19;82;90;1258;78;Osmancik
45;19;82;90;1268;61;Cammeo
44;18;87;87;1259;67;Osmancik
44;17;89;86;1267;76;Osmancik
44;18;86;88;1265;62;Osmancik
43;17;91;85;1255;68;Osmancik
44;17;90;85;1261;61;Osmancik
43;17;89;86;1250;74;Osmancik
46;19;81;90;1270;59;Cammeo
44;18;87;87;1262;61;Osmancik
45;19;82;90;1253;61;Osmancik
43;17;92;84;1264;73;Osmancik
46;19;80;91;1277;74;Osmancik
45;18;84;89;1262;63;Osmancik
45;18;86;88;1267;60;Osmancik
44;17;90;86;1271;66;Osmancik
46;20;77;92;1259;72;Cammeo
44;17;88;86;1260;71;Osmancik
44;18;88;87;1259;73;Osmancik
43;17;89;86;1258;62;Osmancik
44;18;88;87;1267;59;Osmancik
45;19;82;90;1252;58;Cammeo
47;20;77;92;1285;52;Cammeo
43;18;86;87;1252;80;Cammeo
45;18;85;88;1265;60;Osmancik
46;20;78;92;1257;54;Cammeo
45;18;84;89;1264;58;Osmancik
43;18;88;87;1252;62;Osmancik
45;19;83;89;1268;57;Cammeo
45;19;82;90;1260;65;Osmancik
42;17;91;84;1252;79;Osmancik
45;18;84;89;1266;64;Osmancik
44;18;85;88;1260;76;Osmancik
44;18;87;87;1258;58;Osmancik
44;17;89;86;1258;78;Osmancik
44;18;88;87;1272;63;Osmancik
44;17;91;85;1267;61;Osmancik
45;18;89;87;1262;58;Osmancik
45;19;80;91;1257;79;Cammeo
44;18;87;87;1272;60;Osmancik
43;17;90;85;1262;76;Osmancik
45;18;86;88;1275;64;Cammeo
45;18;85;89;1270;56;Osmancik
46;19;81;90;1266;62;Cammeo
45;19;83;89;1280;56;Osmancik
45;19;81;90;1257;55;Osmancik
43;17;91;84;1264;74;Osmancik
45;18;85;88;1277;61;Osmancik
45;19;83;89;1260;63;Osmancik
46;19;85;89;1281;60;Cammeo
44;17;90;86;1272;73;Osmancik
46;20;79;91;1267;79;Cammeo
44;17;90;86;1275;64;Osmancik
44;17;90;85;1275;58;Osmancik
44;17;91;85;1278;65;Osmancik
44;18;86;88;1266;71;Osmancik
44;17;92;85;1275;61;Osmancik
45;19;81;90;1255;59;Osmancik
43;17;90;85;1260;63;Osmancik
43;18;86;88;1258;70;Osmancik
46;19;81;90;1267;73;Cammeo
44;18;86;88;1254;58;Osmancik
43;17;92;84;1263;63;Osmancik
44;18;86;88;1259;59;Osmancik
43;17;91;84;1276;64;Osmancik
43;17;91;85;1259;76;Osmancik
45;19;82;90;1259;83;Cammeo
45;18;85;88;1265;57;Osmancik
43;17;89;86;1261;81;Osmancik
44;18;84;89;1260;79;Osmancik
43;17;92;84;1270;64;Osmancik
43;17;91;85;1263;79;Osmancik
44;17;90;86;1286;62;Osmancik
46;18;85;88;1284;58;Osmancik
45;19;83;90;1266;58;Osmancik
43;17;88;86;1259;63;Osmancik
46;19;82;90;1284;56;Cammeo
46;20;78;92;1270;53;Cammeo
44;17;90;86;1278;64;Osmancik
45;19;83;90;1277;64;Cammeo
45;18;85;89;1272;58;Cammeo
44;18;87;88;1271;65;Osmancik
43;18;88;87;1258;60;Osmancik
44;19;83;89;1260;67;Osmancik
44;18;85;89;1266;62;Osmancik
44;17;91;85;1273;62;Osmancik
45;18;85;88;1285;65;Cammeo
45;18;85;89;1271;77;Osmancik
45;18;87;87;1272;58;Osmancik
43;17;90;85;1267;62;Osmancik
46;20;79;91;1269;55;Osmancik
48;20;76;93;1278;49;Cammeo
44;18;86;88;1265;62;Osmancik
43;18;88;87;1256;66;Osmancik
45;18;87;88;1277;62;Cammeo
46;20;78;92;1271;55;Cammeo
43;17;89;86;1265;73;Osmancik
45;19;84;89;1272;76;Osmancik
44;18;87;87;1267;58;Osmancik
44;17;93;84;1276;62;Osmancik
45;19;82;90;1265;70;Cammeo
43;18;87;88;1260;72;Osmancik
45;17;91;85;1284;61;Osmancik
43;17;91;85;1267;72;Osmancik
46;19;83;90;1284;57;Osmancik
44;18;86;88;1264;62;Osmancik
43;17;92;84;1271;68;Osmancik
45;18;87;88;1294;58;Cammeo
44;18;87;87;1263;60;Osmancik
44;18;86;88;1259;67;Osmancik
44;18;85;88;1262;62;Osmancik
43;17;92;84;1275;68;Osmancik
45;19;84;89;1274;57;Cammeo
44;18;88;87;1273;71;Osmancik
46;19;84;89;1283;58;Osmancik
44;17;89;86;1271;61;Osmancik
43;17;91;85;1265;63;Osmancik
43;17;91;85;1265;63;Osmancik
45;19;83;89;1268;56;Cammeo
46;19;82;90;1279;73;Cammeo
44;17;91;85;1288;76;Osmancik
45;19;84;89;1264;59;Osmancik
43;17;90;86;1270;60;Osmancik
45;18;86;88;1270;60;Osmancik
44;18;88;87;1277;60;Osmancik
46;19;80;91;1290;78;Cammeo
46;19;81;91;1278;67;Cammeo
44;19;83;90;1262;59;Osmancik
45;19;83;90;1270;58;Cammeo
44;18;86;88;1268;67;Cammeo
47;20;79;92;1280;52;Cammeo
44;18;88;87;1267;62;Osmancik
45;19;83;90;1265;80;Osmancik
43;17;91;85;1275;63;Osmancik
44;18;87;88;1274;59;Osmancik
45;18;84;89;1268;59;Cammeo
43;17;92;84;1276;77;Osmancik
44;17;91;85;1274;62;Osmancik
42;17;94;83;1268;73;Osmancik
43;17;92;84;1280;69;Osmancik
46;20;80;91;1293;74;Cammeo
44;17;92;84;1285;74;Osmancik
44;17;91;85;1281;62;Osmancik
45;19;82;90;1272;77;Cammeo
43;17;89;86;1272;70;Osmancik
45;18;87;88;1299;67;Cammeo
45;18;88;87;1290;59;Osmancik
44;18;87;88;1269;74;Osmancik
45;18;86;88;1277;75;Osmancik
44;18;89;86;1287;68;Osmancik
44;18;88;87;1273;66;Osmancik
45;19;83;90;1268;71;Osmancik
44;17;89;86;1278;78;Osmancik
43;17;92;84;1267;80;Osmancik
44;17;91;85;1277;62;Osmancik
44;18;88;87;1280;78;Osmancik
44;18;88;87;1278;79;Osmancik
45;18;88;87;1287;57;Osmancik
46;20;79;91;1270;54;Cammeo
43;17;90;85;1272;62;Osmancik
44;18;87;88;1269;60;Osmancik
45;18;86;88;1281;57;Osmancik
47;20;80;91;1277;68;Cammeo
46;19;82;90;1281;68;Cammeo
46;18;86;88;1290;73;Osmancik
45;19;83;89;1277;67;Cammeo
44;17;90;86;1274;64;Osmancik
45;18;88;87;1291;70;Osmancik
43;17;90;86;1281;66;Osmancik
44;17;90;86;1276;71;Osmancik
43;17;92;84;1284;76;Osmancik
45;19;84;90;1284;56;Osmancik
44;17;90;86;1287;60;Osmancik
45;18;87;88;1288;63;Osmancik
44;18;86;88;1266;60;Osmancik
47;20;78;92;1279;69;Cammeo
46;19;82;90;1277;64;Osmancik
44;17;91;85;1284;67;Osmancik
45;18;86;88;1284;68;Osmancik
44;17;90;86;1279;73;Osmancik
43;17;92;84;1283;78;Osmancik
45;18;87;88;1285;59;Osmancik
44;17;90;86;1283;77;Osmancik
43;17;91;85;1275;78;Osmancik
44;18;87;88;1274;67;Osmancik
43;17;92;84;1285;77;Osmancik
45;19;83;90;1290;79;Cammeo
44;17;92;84;1298;66;Osmancik
45;19;81;91;1274;81;Cammeo
44;18;87;88;1277;65;Cammeo
47;20;77;92;1283;56;Cammeo
43;18;89;86;1273;71;Osmancik
44;17;92;85;1286;62;Cammeo
44;17;91;85;1289;63;Osmancik
43;17;93;84;1280;63;Osmancik
45;18;85;89;1279;62;Osmancik
45;19;84;89;1274;78;Osmancik
45;18;88;87;1287;59;Osmancik
44;18;88;87;1276;76;Osmancik
45;19;83;90;1277;57;Osmancik
45;19;83;89;1281;56;Osmancik
45;17;91;86;1288;61;Osmancik
45;18;86;88;1284;79;Osmancik
47;19;81;91;1297;53;Cammeo
44;18;89;86;1282;66;Osmancik
46;19;84;89;1289;55;Osmancik
46;19;81;91;1290;66;Osmancik
44;17;93;84;1296;65;Osmancik
45;18;85;89;1293;73;Cammeo
44;18;89;86;1282;60;Osmancik
45;19;84;89;1288;60;Cammeo
44;18;86;88;1279;65;Osmancik
47;20;77;92;1287;57;Cammeo
43;17;95;83;1285;69;Osmancik
44;18;89;86;1280;70;Osmancik
43;17;94;83;1289;74;Osmancik
45;18;90;86;1290;60;Osmancik
46;19;83;90;1291;66;Osmancik
45;18;87;88;1294;69;Osmancik
44;18;89;87;1286;77;Osmancik
46;19;82;90;1291;67;Cammeo
46;19;82;90;1288;60;Osmancik
44;18;89;86;1287;66;Osmancik
46;19;83;90;1290;69;Cammeo
44;17;90;86;1294;62;Osmancik
43;17;93;83;1278;66;Osmancik
45;18;85;89;1285;68;Cammeo
46;19;81;91;1307;57;Cammeo
44;17;91;86;1292;63;Osmancik
45;18;86;88;1289;62;Cammeo
45;18;87;88;1281;73;Osmancik
44;18;88;87;1276;60;Osmancik
46;19;84;89;1303;65;Cammeo
45;18;89;87;1294;73;Osmancik
44;18;88;87;1285;59;Cammeo
44;18;86;88;1280;72;Osmancik
44;18;88;87;1278;61;Osmancik
44;17;93;84;1283;63;Osmancik
47;20;81;91;1321;70;Cammeo
45;18;87;88;1293;59;Osmancik
46;19;82;90;1291;58;Cammeo
45;18;88;87;1283;60;Osmancik
45;19;84;89;1293;62;Osmancik
45;18;88;87;1301;62;Osmancik
45;19;83;90;1285;58;Cammeo
47;20;80;91;1293;60;Cammeo
45;19;84;90;1286;75;Osmancik
44;18;87;88;1283;73;Cammeo
45;18;86;88;1301;76;Osmancik
45;18;86;88;1287;80;Osmancik
45;19;84;89;1279;56;Osmancik
44;18;89;86;1290;65;Osmancik
44;18;89;87;1283;60;Osmancik
45;18;86;88;1291;73;Cammeo
45;19;84;89;1283;72;Osmancik
44;18;90;86;1285;67;Osmancik
45;18;87;88;1286;58;Osmancik
43;17;94;83;1292;63;Osmancik
45;18;86;88;1295;61;Osmancik
45;18;86;88;1290;76;Osmancik
45;18;87;88;1286;63;Osmancik
46;19;81;91;1287;60;Osmancik
44;18;87;87;1290;77;Osmancik
47;20;79;92;1294;67;Osmancik
45;18;91;86;1312;65;Osmancik
45;19;85;89;1288;69;Osmancik
43;17;92;85;1287;79;Osmancik
46;20;81;91;1299;59;Cammeo
46;19;83;90;1297;57;Cammeo
44;17;93;84;1295;76;Osmancik
45;19;84;89;1295;64;Cammeo
45;18;85;89;1292;76;Osmancik
45;18;86;88;1288;66;Osmancik
44;17;90;86;1284;61;Osmancik
43;17;93;84;1289;70;Osmancik
46;19;81;91;1297;62;Cammeo
44;18;89;86;1283;71;Osmancik
44;17;91;86;1289;67;Osmancik
44;18;87;88;1281;71;Osmancik
45;19;85;89;1286;67;Osmancik
46;19;86;89;1304;71;Osmancik
44;18;90;86;1296;66;Osmancik
44;18;90;86;1294;74;Osmancik
45;18;88;87;1293;78;Osmancik
44;18;90;86;1290;62;Osmancik
44;17;92;85;1295;62;Osmancik
45;18;88;88;1309;61;Osmancik
46;19;83;90;1297;58;Osmancik
45;19;85;89;1285;57;Osmancik
43;17;91;85;1288;69;Osmancik
43;17;94;83;1287;73;Osmancik
45;19;85;89;1293;63;Osmancik
45;19;83;90;1289;58;Cammeo
44;18;87;88;1284;59;Osmancik
44;17;92;85;1309;66;Osmancik
46;19;81;91;1291;54;Cammeo
46;19;82;91;1304;69;Cammeo
46;19;84;90;1295;60;Cammeo
46;19;85;89;1311;71;Cammeo
44;18;88;87;1284;63;Cammeo
45;18;91;86;1314;78;Osmancik
44;17;94;84;1314;64;Osmancik
44;18;90;86;1299;73;Osmancik
44;18;91;86;1303;59;Osmancik
44;17;91;85;1294;60;Osmancik
46;19;82;90;1298;60;Osmancik
45;19;85;89;1296;59;Cammeo
45;18;88;87;1291;68;Osmancik
46;19;84;89;1301;79;Cammeo
43;17;93;84;1289;64;Osmancik
45;19;85;89;1293;78;Cammeo
46;19;87;88;1306;78;Cammeo
44;18;90;86;1295;62;Osmancik
47;19;83;90;1300;56;Cammeo
45;19;84;89;1302;58;Cammeo
45;18;86;88;1309;57;Osmancik
47;20;81;91;1305;81;Cammeo
45;18;88;87;1309;64;Osmancik
45;19;84;89;1289;56;Osmancik
46;19;83;90;1290;64;Cammeo
43;16;96;81;1299;74;Osmancik
45;18;88;87;1293;62;Osmancik
46;19;82;90;1292;68;Osmancik
44;18;87;88;1287;74;Cammeo
47;20;82;91;1335;74;Cammeo
46;19;82;90;1297;75;Cammeo
44;17;92;85;1309;74;Cammeo
44;18;89;87;1290;77;Osmancik
46;19;83;90;1297;68;Cammeo
46;18;89;87;1330;67;Osmancik
44;17;97;81;1308;64;Osmancik
45;18;86;88;1301;76;Osmancik
43;17;93;84;1289;80;Osmancik
45;18;88;87;1308;60;Osmancik
46;19;85;89;1316;63;Osmancik
45;18;87;88;1294;66;Osmancik
46;19;85;89;1310;56;Cammeo
47;20;80;91;1298;71;Cammeo
46;18;87;88;1306;58;Osmancik
46;19;82;91;1302;63;Osmancik
44;18;91;86;1301;79;Osmancik
47;20;81;91;1314;53;Cammeo
44;17;94;84;1306;69;Osmancik
44;17;94;84;1303;79;Osmancik
44;18;89;87;1296;75;Cammeo
44;17;91;85;1294;61;Osmancik
44;18;91;86;1295;79;Osmancik
43;17;92;85;1289;63;Osmancik
44;18;90;86;1304;61;Osmancik
44;18;90;86;1289;72;Osmancik
46;20;81;91;1304;71;Cammeo
45;18;87;88;1304;60;Cammeo
47;20;79;92;1294;53;Cammeo
44;18;89;87;1299;80;Osmancik
46;19;86;89;1315;78;Osmancik
44;17;92;85;1302;74;Osmancik
46;19;86;89;1311;62;Cammeo
45;19;83;90;1305;79;Cammeo
45;19;85;89;1293;57;Osmancik
45;18;89;87;1310;68;Osmancik
45;18;88;87;1306;80;Osmancik
44;17;92;85;1302;70;Osmancik
45;19;86;89;1317;70;Cammeo
45;18;91;86;1317;64;Osmancik
46;20;81;91;1299;77;Cammeo
45;18;87;88;1308;67;Osmancik
45;18;89;87;1308;62;Osmancik
44;18;88;88;1295;72;Osmancik
46;19;83;90;1313;57;Cammeo
46;19;83;90;1310;60;Cammeo
46;19;84;90;1308;58;Cammeo
45;18;86;88;1296;79;Osmancik
45;19;83;90;1294;60;Cammeo
45;19;86;89;1291;58;Osmancik
44;19;85;89;1293;77;Osmancik
45;18;89;87;1308;74;Osmancik
46;18;90;86;1314;57;Osmancik
43;17;93;84;1294;70;Osmancik
44;18;90;86;1303;60;Osmancik
46;19;84;90;1314;58;Osmancik
44;18;88;88;1293;60;Osmancik
45;18;89;87;1311;69;Cammeo
46;19;84;90;1303;59;Cammeo
44;17;92;85;1304;79;Osmancik
47;20;80;91;1302;68;Cammeo
46;20;81;91;1315;78;Cammeo
44;17;94;84;1306;63;Osmancik
47;20;81;91;1314;61;Cammeo
44;18;88;87;1300;78;Osmancik
44;18;90;86;1295;61;Osmancik
45;19;84;90;1305;76;Cammeo
