Area;Perimeter;Major_Axis_Length;Minor_Axis_Length;Eccentricity;Convex_Area;Extent;Class
14057;483;201;89;89;14388;56;Cammeo
14305;490;206;88;90;14695;65;Cammeo
12626;455;188;86;88;12911;73;Cammeo
15655;488;199;101;86;15880;63;Cammeo
11797;451;195;77;91;11988;57;Cammeo
15199;489;205;94;88;15419;76;Cammeo
12921;477;197;84;90;13557;72;Cammeo
13724;468;191;92;87;14048;74;Cammeo
13520;471;195;89;88;13950;57;Cammeo
14261;496;208;88;90;14763;69;Cammeo
13567;481;206;84;91;13818;60;Cammeo
14850;499;210;91;90;15327;58;Cammeo
15522;507;213;94;89;15782;77;Cammeo
13241;466;193;88;89;13577;57;Cammeo
16063;520;217;95;89;16561;55;Cammeo
13494;479;203;85;90;13842;77;Cammeo
15569;504;214;93;90;15815;77;Cammeo
13621;477;200;87;90;13956;79;Cammeo
13875;490;207;87;90;14243;57;Cammeo
14265;480;200;91;88;14627;75;Cammeo
12612;463;197;82;90;12919;58;Cammeo
13268;473;200;84;90;13562;71;Cammeo
14910;511;221;86;92;15215;69;Cammeo
14146;504;214;85;91;14716;62;Cammeo
13568;484;208;83;91;13962;78;Cammeo
14212;484;205;89;89;14502;75;Cammeo
14458;475;196;93;87;14669;60;Cammeo
12734;470;204;80;91;12982;71;Cammeo
14753;489;207;92;89;14984;80;Cammeo
13901;478;200;89;89;14232;56;Cammeo
14819;496;205;92;89;15194;72;Cammeo
12006;467;207;74;93;12237;54;Cammeo
15344;501;212;92;89;15604;79;Cammeo
12450;456;191;84;89;12740;57;Cammeo
12817;460;191;86;89;13132;60;Cammeo
14908;499;209;92;89;15324;76;Cammeo
14980;503;214;89;90;15361;73;Cammeo
15213;495;206;94;88;15516;70;Cammeo
12899;472;205;80;92;13107;58;Cammeo
13263;487;214;79;92;13491;67;Cammeo
13988;491;208;86;90;14427;61;Cammeo
13181;470;199;84;90;13429;73;Cammeo
12220;465;200;79;91;12588;57;Cammeo
13834;480;202;87;90;14151;72;Cammeo
16249;512;215;96;89;16493;73;Cammeo
11993;444;187;82;89;12276;58;Cammeo
14313;482;204;89;89;14622;57;Cammeo
14563;496;206;91;89;15116;59;Cammeo
14176;513;220;83;92;14675;54;Cammeo
14041;491;212;84;91;14289;78;Cammeo
13022;467;194;86;89;13355;59;Cammeo
12796;471;203;80;91;13022;68;Cammeo
13811;482;206;85;90;14000;55;Cammeo
13053;480;205;81;91;13478;68;Cammeo
12879;469;200;82;91;13132;76;Cammeo
14768;499;210;90;90;15158;58;Cammeo
12040;441;182;85;88;12372;74;Cammeo
13023;480;205;82;91;13444;63;Cammeo
14712;496;212;89;90;14925;73;Cammeo
11353;431;182;80;89;11579;71;Cammeo
15534;521;221;90;91;16187;70;Cammeo
13337;468;196;87;89;13598;69;Cammeo
10951;432;182;78;90;11242;54;Cammeo
12590;461;195;82;90;12915;67;Cammeo
12932;456;191;86;89;13098;66;Cammeo
11941;452;196;78;91;12131;65;Cammeo
13665;472;199;87;89;13944;71;Cammeo
14272;491;210;87;90;14545;80;Cammeo
14874;487;204;92;89;15065;61;Cammeo
14418;480;199;93;88;14780;75;Cammeo
12434;454;193;82;90;12652;70;Cammeo
13328;489;217;78;93;13530;75;Cammeo
12104;441;182;85;88;12378;73;Cammeo
14398;487;210;87;90;14654;78;Cammeo
12352;453;191;83;89;12683;57;Cammeo
14609;490;206;91;89;14837;71;Cammeo
12663;468;199;81;91;12979;62;Cammeo
13900;475;198;90;88;14161;71;Cammeo
14439;490;204;91;89;14815;79;Cammeo
14333;493;207;89;90;14772;55;Cammeo
13848;475;196;90;88;14260;58;Cammeo
13582;475;195;89;88;13890;72;Cammeo
14212;485;203;90;89;14508;57;Cammeo
15236;514;223;87;91;15686;65;Cammeo
14955;508;217;88;91;15363;56;Cammeo
14364;497;212;87;91;14805;64;Cammeo
12975;463;196;85;90;13358;60;Cammeo
12579;452;191;84;89;12889;60;Cammeo
15982;523;220;94;90;16337;56;Cammeo
10959;447;197;71;93;11133;49;Cammeo
13631;473;193;91;88;14141;58;Cammeo
14482;489;205;90;89;14781;56;Cammeo
14892;503;213;90;90;15279;59;Cammeo
14608;504;210;90;90;15125;63;Cammeo
12326;459;194;82;90;12686;61;Cammeo
13467;473;203;84;90;13753;77;Cammeo
15158;505;209;93;89;15586;60;Cammeo
13132;471;199;84;90;13423;75;Cammeo
14178;488;207;88;90;14406;55;Cammeo
15232;508;216;90;90;15603;59;Cammeo
10885;434;191;73;92;11024;79;Cammeo
14802;497;209;91;90;15208;62;Cammeo
14889;499;210;91;89;15221;60;Cammeo
15547;501;208;95;88;15867;59;Cammeo
11377;456;200;72;93;11573;75;Cammeo
12709;461;190;87;88;13064;78;Cammeo
12384;460;190;85;89;12811;60;Cammeo
12219;438;182;86;88;12471;60;Cammeo
13125;475;198;85;90;13575;58;Cammeo
13014;459;193;86;89;13253;67;Cammeo
13523;468;195;88;89;13811;66;Cammeo
14851;517;217;88;91;15256;72;Cammeo
14467;498;213;86;91;14857;74;Cammeo
14560;501;212;89;90;14988;68;Cammeo
15007;506;217;88;91;15314;73;Cammeo
14500;504;218;85;92;14864;61;Cammeo
13637;466;193;90;88;13838;69;Cammeo
16471;523;219;96;89;16844;73;Cammeo
15452;513;220;90;91;15775;78;Cammeo
14041;481;204;88;90;14284;57;Cammeo
14865;495;202;94;88;15235;60;Cammeo
12720;461;197;82;90;12974;75;Cammeo
12972;467;194;86;89;13425;77;Cammeo
12931;460;192;86;89;13302;60;Cammeo
14017;474;198;90;88;14320;76;Cammeo
13269;491;212;81;92;13728;65;Cammeo
13734;487;213;83;92;13941;80;Cammeo
14549;488;206;90;89;14856;58;Cammeo
14831;493;208;91;89;15099;79;Cammeo
13669;481;201;87;90;14065;55;Cammeo
13735;484;204;86;90;13960;55;Cammeo
15583;504;207;96;88;15906;68;Cammeo
11856;456;201;75;92;12027;71;Cammeo
12735;473;200;81;91;13140;53;Cammeo
14378;491;202;91;89;14805;64;Cammeo
12665;445;186;87;88;12811;71;Osmancik
13818;467;189;94;86;14142;61;Osmancik
12771;449;190;85;89;12939;77;Osmancik
12213;450;188;83;89;12447;71;Osmancik
11875;429;173;88;86;12128;78;Osmancik
11846;437;182;82;89;12019;57;Osmancik
11952;443;181;85;88;12224;59;Osmancik
10919;413;167;84;86;11120;63;Osmancik
12023;442;181;85;88;12282;60;Osmancik
11953;443;183;84;88;12283;57;Osmancik
12544;442;178;90;86;12835;77;Osmancik
12045;438;182;85;88;12276;73;Osmancik
12076;452;188;82;89;12367;70;Osmancik
11773;433;174;87;86;12005;60;Osmancik
11939;437;178;86;87;12204;63;Osmancik
10191;419;174;75;90;10470;62;Osmancik
12406;449;188;84;89;12602;79;Osmancik
12249;456;188;84;89;12578;65;Osmancik
11394;416;167;88;85;11543;78;Osmancik
11732;433;173;86;86;12054;62;Osmancik
10260;417;172;76;89;10527;58;Osmancik
11808;431;176;85;87;12006;61;Osmancik
12235;443;187;83;89;12442;65;Osmancik
12084;433;171;91;84;12356;70;Osmancik
10873;416;170;82;87;11085;64;Osmancik
12906;461;191;86;89;13272;73;Osmancik
12539;442;178;90;86;12790;73;Osmancik
11343;420;173;83;87;11512;60;Osmancik
10613;423;172;79;88;10881;58;Osmancik
11659;429;171;87;85;12017;63;Osmancik
12671;448;180;90;86;12963;66;Osmancik
10304;416;174;76;89;10541;61;Osmancik
10928;410;171;81;88;11132;61;Osmancik
12385;444;177;90;86;12724;73;Osmancik
11682;423;168;89;84;11963;71;Osmancik
13043;442;173;96;83;13278;64;Osmancik
11116;419;173;82;87;11335;60;Osmancik
12569;454;192;83;89;12811;56;Osmancik
11081;414;169;84;86;11289;78;Osmancik
11813;430;172;88;86;12088;71;Osmancik
13111;457;188;90;87;13323;77;Osmancik
13400;468;187;92;86;13756;59;Osmancik
11154;427;174;82;88;11506;60;Osmancik
10236;398;160;82;85;10392;79;Osmancik
11342;429;179;81;88;11532;57;Osmancik
12445;440;184;86;88;12597;67;Osmancik
10737;412;165;83;86;11017;61;Osmancik
10897;420;168;83;86;11174;64;Osmancik
8499;370;156;70;89;8648;76;Osmancik
12231;450;187;84;89;12504;70;Osmancik
10841;419;166;84;86;11258;69;Osmancik
10023;413;173;74;90;10221;57;Osmancik
12959;455;181;92;86;13375;62;Osmancik
11219;433;180;80;89;11485;70;Osmancik
12759;455;188;87;88;13082;67;Osmancik
12091;436;180;85;88;12303;62;Osmancik
12263;444;180;87;87;12478;60;Osmancik
11537;428;177;83;88;11733;74;Osmancik
11601;416;165;89;84;11782;64;Osmancik
10984;421;170;83;87;11201;69;Osmancik
11065;416;172;82;87;11222;61;Osmancik
11179;418;171;84;86;11440;73;Osmancik
12188;435;182;85;88;12363;76;Osmancik
11338;420;177;82;88;11481;82;Osmancik
11718;427;164;93;82;12155;72;Osmancik
11280;421;170;85;86;11510;60;Osmancik
10841;413;170;81;87;11070;65;Osmancik
10020;411;177;72;91;10217;54;Osmancik
11490;421;167;88;84;11793;75;Osmancik
10588;404;163;83;85;10756;61;Osmancik
12303;439;184;85;88;12468;59;Osmancik
12120;439;181;85;88;12335;60;Osmancik
10286;406;171;77;89;10469;61;Osmancik
11130;413;168;85;86;11320;78;Osmancik
11802;430;175;86;86;12024;62;Osmancik
8702;381;160;69;90;8924;64;Osmancik
10783;418;171;82;87;11133;59;Osmancik
12146;442;176;89;86;12502;77;Osmancik
10844;412;171;81;87;11046;81;Osmancik
12502;443;179;89;86;12788;78;Osmancik
12061;432;174;90;85;12378;62;Osmancik
11543;432;174;86;86;11940;69;Osmancik
11088;418;172;82;87;11284;62;Osmancik
10600;414;174;78;89;10800;60;Osmancik
11173;420;175;81;88;11396;80;Osmancik
12292;447;181;87;87;12535;59;Osmancik
10986;425;172;83;87;11450;72;Osmancik
10916;416;172;81;87;11093;72;Osmancik
12452;445;179;89;86;12710;61;Osmancik
10311;408;168;79;87;10593;65;Osmancik
11719;436;180;83;88;11922;68;Osmancik
10173;406;174;74;90;10342;76;Osmancik
11708;433;184;81;89;11888;61;Osmancik
12218;442;184;85;88;12468;64;Osmancik
12084;434;177;88;86;12321;62;Osmancik
11908;447;187;81;89;12287;58;Osmancik
13039;480;205;81;91;13288;57;Osmancik
10005;394;161;79;86;10220;71;Osmancik
11467;448;192;77;91;11739;56;Osmancik
12277;450;190;82;90;12482;76;Osmancik
12232;440;175;90;85;12525;77;Osmancik
10594;409;164;84;85;10977;62;Osmancik
10806;408;163;85;85;11069;61;Osmancik
12625;445;181;89;86;12905;65;Osmancik
11604;433;175;86;86;12006;68;Osmancik
10662;420;175;78;89;10944;56;Osmancik
11758;436;177;85;87;12190;76;Osmancik
9070;375;156;74;88;9233;73;Osmancik
11536;426;172;87;86;11891;60;Osmancik
11741;445;184;82;89;12215;57;Osmancik
11693;446;185;81;89;12064;57;Osmancik
12261;443;183;86;88;12507;71;Osmancik
11730;424;172;87;86;11913;62;Osmancik
12164;436;180;86;87;12351;63;Osmancik
11337;427;174;83;87;11617;59;Osmancik
10937;411;165;85;85;11135;62;Osmancik
11550;420;170;87;86;11776;69;Osmancik
12262;443;190;82;90;12404;61;Osmancik
9911;390;157;81;85;10178;73;Osmancik
12281;442;177;89;86;12666;59;Osmancik
8628;372;157;70;89;8782;60;Osmancik
11921;422;168;91;84;12169;65;Osmancik
10144;403;165;79;87;10399;65;Osmancik
11549;425;174;85;87;11805;63;Osmancik
10973;419;171;82;87;11239;70;Osmancik
10785;423;175;79;89;11069;70;Osmancik
11635;436;179;84;88;11920;66;Osmancik
11239;419;170;85;86;11609;62;Osmancik
12043;444;179;86;87;12364;69;Osmancik
11721;442;186;81;89;11950;57;Osmancik
11869;434;177;86;87;12144;62;Osmancik
11819;434;176;86;87;12193;77;Osmancik
11490;445;179;83;88;12020;56;Osmancik
11614;437;184;81;89;11812;81;Osmancik
10386;411;171;77;89;10636;59;Osmancik
11891;446;189;81;90;12125;55;Osmancik
10585;409;167;81;87;10819;68;Osmancik
11546;429;179;82;88;11698;59;Osmancik
10572;412;163;84;85;10911;66;Osmancik
10262;412;166;80;87;10554;57;Osmancik
10272;403;171;76;89;10419;75;Osmancik
9165;380;156;75;87;9366;65;Osmancik
11273;432;185;77;90;11440;61;Osmancik
10215;401;164;80;87;10435;68;Osmancik
10519;406;169;80;87;10684;60;Osmancik
12643;449;184;87;87;12903;77;Osmancik
12598;445;178;91;86;12923;63;Osmancik
10327;403;166;79;87;10576;62;Osmancik
10965;416;174;80;88;11224;70;Osmancik
10818;416;175;78;89;10987;63;Osmancik
13667;463;197;88;89;13829;63;Osmancik
12274;453;190;82;90;12466;56;Osmancik
11817;426;179;84;88;11977;65;Osmancik
11248;420;171;84;86;11521;71;Osmancik
9225;387;163;72;89;9422;58;Osmancik
11986;433;173;89;85;12243;62;Osmancik
14153;480;196;92;88;14555;77;Osmancik
10843;412;168;83;86;11082;78;Osmancik
10903;419;169;83;87;11232;69;Osmancik
12712;456;186;88;87;13092;64;Osmancik
12532;449;179;90;86;12874;60;Osmancik
11050;416;168;85;86;11323;69;Osmancik
12647;451;180;91;86;13120;65;Osmancik
11323;420;169;86;86;11586;71;Osmancik
11149;411;164;87;84;11393;75;Osmancik
11355;428;172;85;86;11690;61;Osmancik
12476;452;192;83;90;12654;80;Osmancik
10114;398;161;80;86;10305;67;Osmancik
11919;435;171;89;85;12168;61;Osmancik
11994;444;183;84;88;12262;72;Osmancik
10782;412;165;84;86;11112;69;Osmancik
12191;441;180;87;87;12481;60;Osmancik
9822;398;160;79;86;10085;63;Osmancik
11944;442;182;84;88;12128;58;Osmancik
10523;429;173;78;89;11003;58;Osmancik
10541;406;162;83;85;10901;77;Osmancik
12091;442;181;86;87;12400;63;Osmancik
10899;421;173;81;88;11267;69;Osmancik
12192;428;172;90;85;12383;74;Osmancik
12549;448;175;92;84;12989;66;Osmancik
11465;419;167;88;85;11685;75;Osmancik
10567;398;161;83;85;10720;64;Osmancik
11542;426;175;84;87;11738;62;Osmancik
10689;416;170;80;88;10892;62;Osmancik
9933;397;160;79;86;10161;70;Osmancik
11237;429;179;80;89;11430;59;Osmancik
12155;434;174;89;85;12388;80;Osmancik
11095;423;170;84;86;11350;77;Osmancik
12344;442;179;88;86;12609;71;Osmancik
11607;426;172;87;86;11842;64;Osmancik
10381;414;174;77;89;10556;60;Osmancik
11083;421;171;83;87;11415;69;Osmancik
9017;378;155;74;87;9290;66;Osmancik
12404;454;186;85;88;12659;57;Osmancik
10198;400;166;78;88;10351;62;Osmancik
9817;407;170;74;89;10032;58;Osmancik
11251;431;181;79;89;11408;56;Osmancik
11489;447;182;82;89;11913;55;Osmancik
10832;420;167;84;86;11207;59;Osmancik
12992;458;183;92;86;13372;77;Osmancik
10787;401;160;86;84;11010;65;Osmancik
12440;434;173;92;84;12716;68;Osmancik
9585;397;163;75;88;9759;72;Osmancik
10803;411;165;84;85;11098;64;Osmancik
14092;466;185;98;84;14434;66;Osmancik
10623;423;175;78;89;10897;58;Osmancik
10589;408;167;81;87;10775;61;Osmancik
12899;462;190;87;88;13132;68;Osmancik
11462;424;175;84;87;11650;79;Osmancik
12433;442;173;93;84;12769;62;Osmancik
10150;405;164;80;87;10338;59;Osmancik
11850;434;180;84;88;12073;79;Osmancik
10763;411;168;81;87;10963;76;Osmancik
11764;428;171;88;85;12125;68;Osmancik
11665;435;182;81;89;11895;64;Osmancik
11147;417;169;84;86;11331;71;Osmancik
13645;454;182;95;85;13819;62;Osmancik
10854;415;170;82;87;11071;62;Osmancik
12312;447;178;88;86;12593;61;Osmancik
11652;429;172;87;86;11982;63;Osmancik
13460;451;181;95;85;13697;72;Osmancik
11444;424;174;84;87;11638;65;Osmancik
11859;436;184;82;89;12049;64;Osmancik
12650;438;175;92;85;12871;79;Osmancik
11227;427;179;80;89;11430;59;Osmancik
12279;455;191;82;90;12549;59;Osmancik
11694;431;177;85;87;11875;68;Osmancik
11419;431;175;83;87;11732;66;Osmancik
11357;427;178;81;89;11546;59;Osmancik
12339;453;191;82;90;12534;61;Osmancik
11792;443;186;81;89;12012;62;Osmancik
11377;429;172;85;86;11746;73;Osmancik
12073;439;177;87;86;12337;68;Osmancik
13010;450;186;90;87;13184;63;Osmancik
12188;434;171;91;84;12529;62;Osmancik
11417;419;170;86;86;11584;63;Osmancik
10811;420;174;79;88;11027;68;Osmancik
11062;411;167;84;86;11242;82;Osmancik
11745;426;179;84;88;11904;68;Osmancik
11363;423;175;83;87;11548;79;Osmancik
13524;472;192;91;87;13947;59;Osmancik
10491;411;174;77;89;10658;76;Osmancik
10815;414;171;80;88;11015;72;Osmancik
13269;458;183;93;86;13619;61;Osmancik
9962;408;165;78;88;10231;61;Osmancik
12164;435;177;88;86;12354;71;Osmancik
12434;437;183;87;88;12605;72;Osmancik
11107;408;162;87;84;11330;66;Osmancik
12483;437;173;92;84;12767;77;Osmancik
12494;437;179;89;86;12729;70;Osmancik
13415;464;191;89;88;13660;58;Osmancik
12868;454;191;86;89;13082;78;Osmancik
13034;449;180;93;85;13333;62;Osmancik
12918;459;193;86;89;13179;77;Osmancik
12260;453;190;83;90;12586;78;Osmancik
12419;452;183;87;87;12720;58;Osmancik
12881;457;192;86;89;13109;57;Osmancik
12624;452;192;84;89;12791;56;Osmancik
12437;434;174;91;85;12670;72;Osmancik
14026;467;191;94;87;14222;62;Osmancik
11271;404;158;91;81;11462;67;Osmancik
11929;436;177;86;87;12230;69;Osmancik
12387;442;177;90;85;12754;58;Osmancik
12837;445;178;93;85;13197;76;Osmancik
12638;454;187;86;88;12902;76;Osmancik
10594;401;167;81;87;10738;78;Osmancik
12337;446;180;87;87;12628;61;Osmancik
12249;440;178;88;86;12538;77;Osmancik
12198;442;183;85;88;12391;71;Osmancik
11523;441;183;81;89;11815;78;Osmancik
12094;432;173;89;85;12318;63;Osmancik
10246;419;178;74;90;10525;77;Osmancik
10578;414;167;81;87;10899;60;Osmancik
12131;444;183;85;88;12419;78;Osmancik
13340;474;201;85;90;13603;70;Osmancik
11387;434;182;80;89;11612;56;Osmancik
12331;441;175;90;85;12617;61;Osmancik
12297;440;173;92;84;12678;72;Osmancik
11776;430;173;87;86;12011;61;Osmancik
12823;450;180;91;86;13195;69;Osmancik
10973;419;169;83;87;11285;77;Osmancik
13361;456;183;93;85;13610;68;Osmancik
9414;407;179;66;92;9583;81;Osmancik
10997;421;171;82;87;11249;61;Osmancik
11502;425;173;85;86;11776;63;Osmancik
12031;444;184;84;88;12253;58;Osmancik
13095;449;180;92;85;13294;63;Osmancik
11670;434;172;87;86;12102;66;Osmancik
12214;444;180;87;87;12525;62;Osmancik
10819;413;165;84;85;11091;60;Osmancik
11217;424;168;86;85;11546;77;Osmancik
12574;466;197;81;91;12902;66;Osmancik
10884;406;156;89;82;11233;72;Osmancik
12749;443;177;92;85;13028;74;Osmancik
10412;408;163;82;86;10735;68;Osmancik
12737;445;178;91;85;12942;61;Osmancik
10360;411;169;78;88;10538;78;Osmancik
10809;426;176;79;89;11121;74;Osmancik
11890;434;178;85;87;12132;71;Osmancik
12013;443;189;81;90;12160;56;Osmancik
12323;438;174;91;85;12504;61;Osmancik
11669;432;175;86;86;11886;77;Osmancik
11658;443;179;83;88;12024;59;Osmancik
10800;406;163;85;85;10960;63;Osmancik
12280;444;182;86;88;12565;66;Osmancik
11639;428;172;87;86;11836;70;Osmancik
11145;420;169;85;86;11364;77;Osmancik
10036;402;166;77;88;10255;59;Osmancik
11860;432;174;88;86;12140;71;Osmancik
11778;432;173;87;86;12104;66;Osmancik
11759;426;173;87;86;11941;69;Osmancik
12373;438;175;90;85;12622;76;Osmancik
13218;458;183;93;86;13547;77;Osmancik
11656;434;175;85;87;11955;59;Osmancik
12086;438;179;86;87;12292;62;Osmancik
14009;481;198;91;88;14455;68;Osmancik
11454;419;174;84;87;11604;82;Osmancik
11923;432;174;88;86;12187;62;Osmancik
11469;429;175;85;87;11709;78;Osmancik
11451;426;176;84;87;11666;60;Osmancik
12831;452;184;89;87;13073;61;Osmancik
12201;443;178;88;86;12544;63;Osmancik
11794;434;176;86;87;12110;59;Osmancik
11487;428;173;85;87;11695;64;Osmancik
12863;448;182;90;86;13133;73;Osmancik
11070;419;173;82;88;11266;60;Osmancik
12220;436;171;92;84;12653;62;Osmancik
11690;432;183;82;89;11846;57;Osmancik
12416;449;190;83;89;12607;67;Osmancik
10629;416;172;79;88;10819;69;Osmancik
11379;438;182;80;89;11735;59;Osmancik
11825;437;182;83;88;12044;73;Osmancik
11314;424;178;81;88;11482;76;Osmancik
10805;410;164;84;85;11050;58;Osmancik
12613;450;184;88;87;12832;60;Osmancik
10289;406;170;77;89;10522;62;Osmancik
10852;433;177;80;89;11315;77;Osmancik
9798;416;182;69;92;9994;58;Osmancik
10847;414;165;85;85;11148;67;Osmancik
11433;426;175;84;87;11719;60;Osmancik
10502;402;162;83;85;10798;63;Osmancik
11296;424;169;87;85;11626;61;Osmancik
11378;426;179;81;88;11535;59;Osmancik
10318;413;173;76;89;10614;68;Osmancik
9862;396;166;75;89;10064;64;Osmancik
11139;423;173;82;87;11380;71;Osmancik
12269;435;175;90;85;12583;77;Osmancik
10780;407;163;85;85;11096;67;Osmancik
11867;434;185;81;89;12004;68;Osmancik
10968;406;161;87;83;11184;69;Osmancik
12381;434;173;91;84;12643;74;Osmancik
10745;422;183;75;91;10883;82;Osmancik
11366;423;171;85;86;11599;61;Osmancik
12605;448;186;86;88;12804;72;Osmancik
11983;430;175;87;86;12248;62;Osmancik
11385;436;180;82;88;11778;75;Osmancik
12053;449;189;82;90;12295;56;Osmancik
11964;447;191;80;90;12166;75;Osmancik
12577;443;181;89;86;12826;60;Osmancik
10492;405;162;83;85;10888;62;Osmancik
11342;440;188;77;91;11532;57;Osmancik
12071;438;178;87;87;12437;64;Osmancik
11790;432;181;83;88;11990;60;Osmancik
11634;427;171;88;85;11967;70;Osmancik
10915;419;171;82;87;11246;78;Osmancik
9117;393;167;69;90;9333;54;Osmancik
10390;420;174;77;89;10689;72;Osmancik
11174;430;175;83;88;11604;67;Osmancik
12027;445;178;87;87;12455;61;Osmancik
12537;440;177;91;85;12845;67;Osmancik
11392;424;172;85;86;11707;67;Osmancik
10538;401;166;81;87;10682;79;Osmancik
11912;430;177;86;87;12119;72;Osmancik
11335;426;172;85;87;11618;66;Osmancik
12067;440;187;82;89;12200;61;Osmancik
12416;447;187;85;89;12660;62;Osmancik
11447;436;180;82;88;11733;57;Osmancik
12683;444;176;92;85;13094;66;Osmancik
10584;437;188;72;92;10936;55;Osmancik
10817;403;167;82;86;10953;78;Osmancik
11926;435;173;89;85;12308;75;Osmancik
10941;423;172;81;88;11248;62;Osmancik
9679;399;168;74;89;9917;62;Osmancik
12735;441;174;94;84;13066;69;Osmancik
11691;426;176;85;87;11908;61;Osmancik
11573;427;176;84;87;11828;60;Osmancik
11490;424;172;85;86;11733;61;Osmancik
10380;399;161;82;85;10606;68;Osmancik
10032;403;165;78;88;10307;74;Osmancik
11287;421;176;82;88;11469;81;Osmancik
11201;416;171;84;87;11384;75;Osmancik
13387;458;180;95;84;13653;63;Osmancik
12188;441;181;86;87;12364;60;Osmancik
11016;404;166;84;86;11146;76;Osmancik
11881;429;173;88;86;12215;64;Osmancik
10816;417;170;81;87;11119;58;Osmancik
11125;420;173;82;87;11408;64;Osmancik
9369;396;164;73;89;9592;65;Osmancik
11601;447;191;78;91;11925;57;Osmancik
12945;454;185;89;87;13220;65;Osmancik
12070;444;183;85;88;12400;68;Osmancik
12036;436;177;87;86;12353;61;Osmancik
12419;439;175;90;85;12675;62;Osmancik
11334;433;178;82;88;11566;71;Osmancik
10562;407;168;80;87;10724;61;Osmancik
10895;411;167;84;86;11155;68;Osmancik
10583;401;164;82;86;10769;72;Osmancik
10440;405;165;82;86;10716;59;Osmancik
10365;416;169;79;88;10684;59;Osmancik
11632;442;187;80;90;11860;79;Osmancik
11535;420;169;87;85;11793;66;Osmancik
9762;397;161;78;87;10126;74;Osmancik
11119;415;171;83;87;11346;63;Osmancik
11396;431;177;82;88;11612;75;Osmancik
12126;432;169;92;83;12476;75;Osmancik
11243;430;179;81;89;11524;73;Osmancik
12574;444;174;93;84;12964;65;Osmancik
13098;458;187;90;87;13423;60;Osmancik
10961;419;169;84;86;11323;75;Osmancik
10590;412;173;78;89;10743;78;Osmancik
10579;405;167;81;87;10750;79;Osmancik
11323;422;169;86;86;11628;60;Osmancik
10512;418;170;79;88;10776;58;Osmancik
10866;404;163;85;85;11039;62;Osmancik
11919;434;175;87;86;12152;60;Osmancik
12692;456;181;91;86;13147;78;Osmancik
8328;369;152;70;88;8579;58;Osmancik
11354;426;172;85;86;11703;72;Osmancik
11291;432;177;82;88;11586;65;Osmancik
11905;433;172;89;85;12224;73;Osmancik
10725;411;164;84;85;11009;66;Osmancik
11907;448;185;82;89;12209;56;Osmancik
11862;436;177;86;87;12146;76;Osmancik
11912;439;179;85;88;12222;60;Osmancik
12101;435;178;86;87;12302;74;Osmancik
11749;455;192;78;91;12001;60;Osmancik
13325;468;188;90;87;13643;61;Osmancik
10272;413;175;74;90;10462;59;Osmancik
11259;421;172;84;87;11522;79;Osmancik
10574;415;172;78;89;10831;67;Osmancik
11443;427;176;82;88;11618;62;Osmancik
9346;383;158;75;87;9539;67;Osmancik
11432;424;170;86;86;11702;66;Osmancik
10993;428;179;78;89;11169;56;Osmancik
10218;401;163;80;86;10516;69;Osmancik
11200;428;176;82;88;11424;58;Osmancik
9080;396;165;70;90;9387;57;Osmancik
13103;456;184;91;86;13401;76;Osmancik
10561;417;172;79;88;10804;64;Osmancik
11249;418;168;86;85;11423;62;Osmancik
10214;392;158;82;85;10371;66;Osmancik
12042;440;177;88;86;12424;75;Osmancik
11226;425;180;79;89;11414;71;Osmancik
14932;488;203;94;88;15200;78;Osmancik
10873;416;168;83;86;11151;68;Osmancik
11859;421;169;89;85;12056;70;Osmancik
9519;402;173;70;91;9682;75;Osmancik
11565;428;180;81;89;11737;76;Osmancik
11860;429;178;85;87;12032;70;Osmancik
13085;446;179;94;85;13319;79;Osmancik
10453;421;171;78;88;10701;57;Osmancik
9120;383;158;74;88;9293;61;Osmancik
11316;429;177;82;88;11544;75;Osmancik
12800;448;185;88;87;13000;78;Osmancik
11599;432;180;82;89;11788;61;Osmancik
11715;430;172;87;86;12009;77;Osmancik
10132;398;162;80;87;10306;66;Osmancik
11828;437;184;82;89;12020;61;Osmancik
11624;452;190;79;90;11979;58;Osmancik
11910;434;178;86;87;12118;79;Osmancik
12136;455;195;80;91;12334;77;Osmancik
11787;434;181;83;88;11965;74;Osmancik
12347;452;186;85;88;12659;60;Osmancik
11247;419;173;82;87;11439;69;Osmancik
12037;436;177;87;87;12285;67;Osmancik
11765;429;175;86;86;11969;61;Osmancik
10536;425;182;73;91;10704;75;Osmancik
11320;423;173;84;87;11556;59;Osmancik
11569;433;183;80;89;11734;61;Osmancik
12182;433;180;86;87;12341;77;Osmancik
11584;434;180;82;89;11863;68;Osmancik
10803;409;169;81;87;10968;74;Osmancik
11908;430;174;88;86;12162;68;Osmancik
10144;416;173;75;90;10414;57;Osmancik
12608;440;174;93;84;12835;63;Osmancik
12099;427;170;91;84;12326;78;Osmancik
12579;445;185;86;88;12794;65;Osmancik
10685;421;172;79;88;10971;58;Osmancik
12120;441;180;86;87;12479;64;Osmancik
9468;386;162;74;88;9608;75;Osmancik
12663;441;180;89;86;12833;71;Osmancik
11266;414;166;87;84;11452;61;Osmancik
12161;430;171;92;84;12460;68;Osmancik
10035;398;162;79;87;10236;59;Osmancik
12161;448;186;84;89;12453;60;Osmancik
12397;433;171;92;84;12631;63;Osmancik
11410;436;180;81;89;11710;61;Osmancik
11703;422;166;91;83;12023;65;Osmancik
12535;442;185;86;88;12669;60;Osmancik
