fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality
710;34;28;200;82;3100;6800;997;345;48;940;Bad
650;40;10;200;76;3000;4700;996;336;48;940;Good
710;34;28;200;82;3100;6800;997;345;48;940;Bad
1000;35;45;250;92;2000;8800;999;315;43;940;Bad
770;60;6;200;79;1900;4100;997;339;62;1010;Good
560;66;0;220;87;300;1100;994;371;63;1280;Good
560;66;0;220;87;300;1100;994;371;63;1280;Good
890;84;34;140;50;400;1000;996;312;48;910;Good
640;69;0;165;55;700;1200;992;347;53;1290;Good
750;43;30;220;62;600;1200;995;344;72;1150;Good
990;35;38;150;58;3100;4700;997;326;82;1060;Good
910;29;33;205;63;1300;2700;995;326;84;1170;Good
680;36;32;180;67;400;800;993;336;55;1280;Good
820;43;29;160;81;2700;4500;996;325;54;1030;Bad
680;36;32;180;67;400;800;993;336;55;1280;Good
910;29;33;205;63;1300;2700;995;326;84;1170;Good
910;30;34;200;64;1200;2500;995;326;84;1170;Good
890;35;40;360;110;1200;2400;995;323;70;1200;Good
960;50;36;280;116;2600;5500;997;318;68;1090;Bad
890;28;45;170;67;700;1200;994;325;55;1230;Good
890;32;31;200;88;1200;1900;996;317;55;1040;Good
770;101;15;210;102;1100;3200;996;323;48;1000;Bad
750;71;0;160;92;2200;3100;996;338;58;1000;Good
800;58;16;200;120;300;700;995;322;58;1120;Good
1050;39;46;220;75;1400;2700;996;306;84;1140;Good
890;38;40;220;68;1200;2800;995;327;75;1260;Good
800;18;37;90;49;3600;10900;990;289;44;1270;Good
800;18;37;90;49;3600;10900;990;289;44;1270;Good
700;50;14;180;78;1000;2300;996;353;61;1040;Bad
1130;36;66;240;123;300;800;996;320;53;1190;Good
1130;36;66;240;123;300;800;996;320;53;1190;Good
700;51;9;210;62;400;900;996;335;54;1050;Bad
820;32;42;230;98;300;900;995;327;55;1230;Good
770;58;1;180;88;1200;1800;996;332;56;1050;Good
860;83;0;280;95;1700;4300;998;333;60;1040;Good
790;31;32;190;66;1400;3600;994;341;56;1260;Good
640;80;0;220;65;2800;5200;994;349;52;1160;Bad
720;34;21;250;75;4100;6800;996;337;54;1010;Good
770;58;1;180;88;1200;1800;996;332;56;1050;Good
710;59;0;210;91;900;1400;995;342;55;1150;Good
730;55;1;180;93;900;1500;995;335;58;1100;Good
810;82;0;410;95;500;1400;999;336;53;960;Bad
750;57;8;260;89;1400;2700;996;330;59;1040;Good
890;75;18;250;77;1500;4800;997;320;47;970;Good
1010;37;34;240;85;500;1700;997;317;65;1060;Good
760;31;34;250;82;2600;3500;994;322;59;1250;Good
730;91;10;180;74;2000;5600;997;335;56;920;Bad
870;41;41;620;78;2500;4200;995;324;77;1260;Good
890;50;21;220;88;2100;3900;997;333;83;1110;Good
740;97;0;220;88;1600;3200;998;358;67;1020;Bad
690;49;19;170;79;1300;2600;995;338;64;980;Good
890;50;21;220;88;2100;3900;997;333;83;1110;Good
950;39;41;890;69;1800;3900;999;329;81;1090;Good
640;39;33;330;46;1200;5300;993;336;62;1220;Good
690;44;0;140;70;3200;3800;994;332;58;1140;Good
760;78;0;170;76;3300;4500;996;331;62;1070;Good
710;43;17;180;82;2700;5100;996;349;64;1040;Bad
930;49;36;170;81;300;1400;997;327;78;1090;Good
930;50;36;180;84;600;1700;997;327;77;1080;Good
710;43;17;180;82;2700;5100;996;349;64;1040;Bad
850;46;59;140;414;1600;4500;997;303;134;920;Bad
560;61;5;240;73;1900;2500;993;356;55;1290;Bad
830;33;42;230;70;900;2000;994;338;77;1270;Good
820;64;27;200;95;500;7700;997;313;62;910;Good
820;64;27;200;95;500;7700;997;313;62;910;Good
890;48;53;400;101;300;1000;996;321;59;1210;Good
760;42;25;390;104;2800;9000;998;315;57;910;Bad
990;53;57;240;93;3000;5200;997;319;76;1160;Good
890;48;53;400;101;300;1000;996;321;59;1210;Good
1160;23;57;180;74;300;800;998;314;70;990;Good
910;40;50;180;71;700;1600;995;321;69;1250;Good
800;38;44;190;98;600;1500;996;330;64;1140;Good
1020;29;65;240;75;600;1700;996;322;63;1180;Good
820;74;9;200;67;500;1000;994;328;57;1180;Good
770;61;18;240;83;600;2000;996;329;60;1020;Good
660;52;8;240;70;1300;2600;994;340;72;1250;Good
1110;31;53;220;60;300;1000;996;302;83;1090;Good
1110;31;53;220;60;300;1000;996;302;83;1090;Good
800;62;35;280;86;2800;5200;997;331;62;1080;Bad
930;33;45;150;57;1900;3700;995;318;89;1110;Good
750;77;20;810;98;3000;9200;999;320;58;920;Bad
720;35;26;180;83;3300;7500;997;340;58;950;Good
800;62;33;270;88;1600;3700;997;331;58;1070;Good
750;77;20;810;98;3000;9200;999;320;58;920;Bad
910;25;34;200;71;4500;6700;998;344;86;1020;Good
990;32;56;200;73;300;800;995;315;73;1140;Good
860;37;65;640;80;300;800;998;327;58;1100;Bad
860;37;65;640;80;300;800;998;327;58;1100;Bad
790;30;68;830;50;3750;27800;993;301;51;1230;Good
1030;27;56;140;47;300;800;995;316;51;1180;Good
790;30;68;830;50;3750;28900;993;301;51;1230;Good
720;38;30;180;73;3100;7000;997;342;59;950;Good
870;42;45;240;72;3200;5900;996;333;77;1200;Good
720;38;30;180;73;3100;7000;997;342;59;950;Good
680;48;8;180;74;4000;6400;995;312;49;960;Bad
850;34;40;470;55;300;900;997;338;66;1160;Good
790;19;42;160;57;1800;3000;994;329;69;1120;Good
1160;41;54;150;95;2200;4100;997;302;76;990;Good
1160;41;54;150;95;2200;4100;997;302;76;990;Good
1000;26;54;190;83;4200;7400;995;298;63;1180;Good
790;34;42;200;86;800;1900;995;335;60;1140;Good
700;54;9;200;81;1000;1600;995;343;59;1150;Good
920;31;36;220;79;1100;3100;996;333;86;1200;Good
660;73;9;550;117;900;1700;997;335;49;1080;Good
940;40;47;250;87;600;2000;998;315;50;1050;Bad
660;73;9;550;117;900;1700;997;335;49;1080;Good
860;52;38;150;96;500;1800;997;320;52;940;Bad
800;31;45;210;216;500;1600;994;315;81;1250;Good
